Retort_Temperature,Holding_Time,F0,Storage_Temperature,Storage_Day,pH,PV,TPC,O2,CO2,Moisture_Content,L_Value,a_Value,b_Value,Shelf_Life_Remaining
128.5,26.2,32.44,34.0,32.2,5.69,7.95,3.89,7.29,14.08,27.8,30.3,0.8,11.2,21.7
118.1,36.9,38.29,23.4,13.6,6.04,6.07,1.58,0.47,3.37,59.2,39.8,13.8,12.5,56.3
122.4,20.6,36.55,15.9,27.1,5.56,1.79,1.64,10.35,0.34,67.6,49.6,2.4,9.4,62.4
113.8,19.8,23.45,19.1,25.7,6.93,5.4,1.31,13.22,7.98,73.5,64.0,3.3,20.3,73.1
114.1,23.4,22.15,10.7,3.0,4.31,4.43,0.26,0.6,4.86,78.7,44.2,13.9,29.3,104.2
128.5,26.7,25.37,7.7,8.2,4.14,6.29,0.34,18.02,1.75,75.1,31.1,1.6,9.1,95.2
110.5,10.6,18.66,23.1,23.9,6.48,4.91,2.37,7.03,8.31,39.0,75.4,7.9,20.1,56.7
112.4,19.2,18.3,7.5,9.1,5.42,2.28,0.84,8.22,1.57,50.9,59.4,16.5,21.3,113.3
110.8,30.7,10.04,30.5,34.1,4.05,0.6,2.5,0.34,14.32,62.6,43.2,6.0,11.9,33.0
110.5,26.7,24.46,26.1,46.4,6.91,3.04,2.53,10.82,5.14,79.3,58.0,-3.2,25.5,19.9
124.8,24.4,15.73,38.7,99.7,4.62,6.94,11.72,0.67,17.52,72.3,62.8,10.5,7.8,8.6
119.2,16.7,33.88,22.9,16.3,6.62,1.71,1.75,7.28,8.02,61.7,41.6,18.6,12.4,70.8
127.4,16.6,14.92,33.7,41.0,5.01,7.61,2.7,16.74,2.54,60.2,74.5,-0.2,17.6,30.0
115.7,33.3,35.65,17.5,27.8,5.05,5.88,1.3,15.38,11.62,25.8,34.9,16.5,7.6,69.6
114.3,22.4,19.98,33.8,43.5,4.31,1.3,3.48,13.88,7.56,70.6,35.9,-8.3,6.4,33.2
113.9,33.4,19.38,29.2,40.5,6.91,3.8,2.85,16.78,2.43,27.1,36.1,11.1,27.2,32.8
119.6,34.1,24.77,6.0,0.9,6.68,1.46,0.97,13.46,6.63,32.1,32.7,-0.5,10.0,117.5
121.8,18.8,23.36,39.3,119.0,5.89,6.24,8.22,2.09,24.03,67.3,67.3,12.5,28.9,4.3
120.9,14.2,23.82,28.0,56.3,4.69,3.65,4.46,19.68,9.14,38.6,62.3,-4.1,12.3,33.0
118.7,17.4,35.16,17.7,24.3,5.55,4.77,1.8,6.52,5.45,61.6,43.7,1.7,20.4,58.7
111.8,29.6,30.31,13.5,4.2,4.63,3.6,0.55,8.79,12.66,43.5,49.2,-6.4,10.4,119.5
110.6,35.7,14.54,30.9,45.3,6.24,6.21,2.92,8.35,8.03,32.5,69.6,0.3,9.9,19.4
120.6,13.3,24.75,26.3,53.9,4.03,2.88,3.04,18.61,8.41,77.2,75.2,-7.5,28.9,28.2
111.6,14.7,10.01,19.6,13.4,5.27,0.99,1.06,0.85,4.95,42.4,54.7,2.8,21.7,52.7
127.9,16.7,14.48,18.6,10.3,4.51,5.18,2.41,5.3,6.76,35.5,48.2,9.3,29.7,67.0
129.0,38.1,27.12,21.9,18.4,4.54,2.8,1.85,16.74,12.37,37.4,39.5,16.5,16.0,59.9
129.3,10.1,10.24,36.1,97.6,4.22,9.02,10.52,2.04,18.02,68.9,34.1,-3.0,18.3,4.3
128.0,34.0,31.08,8.1,8.8,6.35,3.3,0.71,17.76,6.51,25.7,74.8,8.3,14.1,103.4
120.7,37.2,33.67,7.4,6.6,4.78,0.74,0.21,19.94,13.19,40.4,55.0,15.6,10.3,115.1
120.4,26.1,36.66,28.7,48.2,6.02,0.42,3.08,18.81,4.34,26.1,73.1,1.6,10.2,29.5
113.7,31.7,20.21,26.2,48.4,4.89,0.74,3.4,17.24,2.8,32.6,62.9,19.5,17.3,28.3
128.4,27.3,22.16,42.8,96.4,6.1,9.44,10.68,1.95,20.05,38.1,56.0,15.9,19.4,3.5
113.5,33.6,26.61,10.5,2.7,6.31,2.53,0.68,14.5,11.36,30.6,48.5,-8.9,13.8,88.3
124.6,36.5,36.5,44.0,95.7,6.04,7.4,11.52,2.13,22.45,31.8,40.9,7.9,27.6,2.3
111.5,35.4,29.7,25.2,55.7,4.19,1.83,2.77,8.29,7.1,62.2,78.2,-2.4,23.7,25.1
126.2,33.8,28.33,38.6,96.3,4.48,8.32,10.53,0.96,23.97,23.2,32.3,4.7,10.1,0.8
117.5,13.1,22.22,38.6,95.5,4.55,8.21,9.72,0.55,15.81,40.3,36.5,10.5,1.3,6.8
129.7,14.2,15.96,24.1,12.6,4.74,1.79,1.8,2.45,12.21,56.2,69.3,15.6,23.7,49.3
116.9,30.1,28.09,8.4,1.4,6.93,0.97,0.88,12.48,14.08,24.8,43.5,9.7,18.2,96.9
124.8,18.4,13.33,5.2,5.3,6.42,7.98,0.1,3.47,10.34,34.2,33.5,16.6,11.6,103.6
123.4,27.0,16.29,16.1,17.4,5.31,1.28,1.12,9.36,7.43,51.0,38.0,-1.3,27.8,65.2
112.8,23.4,21.45,44.3,95.7,5.14,7.36,10.59,0.21,21.51,76.0,36.9,15.4,29.6,8.1
125.4,10.2,20.71,42.2,94.2,5.25,9.29,9.4,0.28,23.49,76.9,43.1,6.0,1.4,8.7
116.1,11.8,14.17,44.2,113.9,4.06,8.87,9.86,0.18,17.27,58.6,32.6,5.5,27.4,2.8
117.7,23.1,28.53,16.1,24.5,6.88,1.1,2.4,19.23,10.8,68.7,49.9,4.3,27.9,47.0
123.5,16.8,13.64,34.2,59.1,4.3,3.35,3.94,2.75,8.79,37.1,33.2,-7.2,24.5,30.8
127.2,15.3,37.65,22.2,20.3,4.15,3.29,2.4,15.84,14.68,78.4,65.3,-3.7,28.1,50.9
116.1,23.9,16.54,15.0,3.4,6.94,0.61,0.6,6.53,4.63,32.5,57.4,6.9,13.3,111.7
112.9,38.6,39.38,38.9,104.8,5.45,6.18,11.87,2.58,21.21,28.0,45.0,-9.9,19.8,1.2
122.9,22.0,27.75,8.5,7.6,4.32,5.89,0.41,17.96,8.94,28.1,56.1,-8.3,8.7,95.6
113.6,27.3,39.21,27.7,34.2,6.29,4.31,4.17,8.82,0.76,62.5,78.2,15.7,6.1,19.5
113.2,26.8,31.23,21.3,21.2,4.76,1.18,1.07,17.11,2.18,72.2,73.7,-3.5,1.2,49.1
113.5,10.4,22.07,22.1,12.7,6.36,4.47,1.88,1.76,9.63,73.7,60.5,11.2,19.9,51.6
121.3,11.7,25.09,42.2,101.9,4.18,9.98,10.49,2.42,20.61,23.5,45.9,-9.1,25.9,2.4
129.5,11.6,15.72,28.4,33.6,5.53,3.53,3.19,1.51,1.2,34.9,78.4,2.4,16.9,32.5
123.0,38.3,39.41,36.5,110.6,5.23,9.39,8.37,2.64,23.46,53.7,53.7,0.4,19.6,7.5
130.0,22.5,33.9,30.3,37.0,4.56,6.18,2.93,14.03,1.33,26.6,33.0,9.4,14.4,32.8
129.2,19.8,20.26,44.3,112.4,5.66,6.47,9.61,0.53,16.09,37.7,67.6,18.3,15.8,2.9
122.7,23.5,10.43,11.1,1.2,4.91,7.07,0.63,12.3,14.89,42.9,44.6,4.2,23.9,88.3
119.6,21.6,26.59,27.3,59.5,4.74,0.14,2.8,2.17,6.68,33.0,74.0,15.5,1.6,20.2
111.2,37.5,36.1,5.9,2.6,5.97,7.14,0.88,2.82,13.56,67.1,30.0,3.5,12.3,93.5
115.7,10.2,32.31,13.9,2.3,5.11,7.56,0.85,1.9,12.31,20.0,67.5,4.5,5.0,92.0
117.6,13.4,27.56,19.9,12.3,4.09,0.79,1.02,15.5,3.45,35.1,73.7,-7.3,5.9,72.4
126.3,16.5,10.73,36.1,95.6,5.63,6.92,11.1,2.71,22.53,34.0,45.4,5.8,28.1,4.7
122.3,33.8,33.83,5.3,6.0,4.31,1.86,0.54,4.37,6.39,52.5,38.4,-0.5,9.1,107.1
123.6,39.9,19.94,14.5,4.0,4.65,7.84,0.4,0.45,6.96,52.9,60.8,6.0,1.5,88.4
123.4,26.1,33.93,17.1,18.2,4.06,7.46,1.62,1.51,13.99,24.4,31.8,17.3,25.6,49.5
122.9,38.0,35.56,33.2,56.7,6.32,2.89,2.64,14.77,11.78,57.0,62.0,10.1,4.4,25.2
128.2,13.5,36.85,17.0,25.3,6.9,4.02,2.36,10.26,5.4,26.9,34.6,15.8,5.8,49.3
120.4,24.4,11.35,42.6,103.7,4.73,9.27,10.37,0.02,23.2,60.9,32.4,3.4,20.4,6.6
129.6,28.2,14.16,36.2,98.7,4.21,5.97,8.72,0.28,15.96,79.9,38.8,8.3,26.0,9.2
114.6,13.1,38.08,21.7,17.0,5.97,7.16,2.02,14.17,4.47,55.0,55.0,-6.5,20.0,51.4
129.5,12.4,18.6,35.8,110.5,5.74,8.99,11.6,1.88,22.76,52.3,56.2,13.8,26.3,4.1
118.5,29.8,18.64,23.4,19.0,4.96,0.89,1.76,16.21,0.32,50.2,74.7,13.9,29.6,58.5
122.2,19.9,18.53,42.8,106.3,5.53,8.64,8.65,1.87,21.72,38.6,77.1,9.1,29.8,6.7
117.5,26.9,28.78,37.6,99.1,4.21,6.1,9.81,0.57,22.8,48.2,66.4,-1.1,21.8,7.4
116.9,32.3,13.87,42.9,113.8,6.62,8.05,9.68,2.36,17.41,20.9,76.7,18.4,14.6,9.0
123.6,37.3,34.03,43.2,115.2,4.87,7.52,10.54,1.57,20.4,70.8,45.6,-7.6,28.2,8.1
117.1,11.5,36.54,42.3,98.3,5.62,7.32,9.53,1.37,18.43,56.8,44.8,11.5,26.4,2.0
121.2,32.0,20.41,27.2,38.3,4.55,1.33,4.16,0.73,13.05,53.9,54.7,-1.5,4.8,25.4
122.0,20.5,30.65,14.4,5.9,4.73,3.61,0.57,2.59,0.59,55.7,55.6,1.4,20.6,97.9
129.5,19.3,26.8,33.0,56.9,6.4,1.64,4.33,10.38,11.93,43.9,68.0,9.1,27.6,25.2
117.4,38.8,34.37,41.0,91.5,4.36,7.74,11.0,0.39,22.17,48.2,57.2,-3.2,12.2,2.5
121.0,39.9,10.89,29.6,42.5,4.23,0.27,3.52,2.64,3.38,48.1,73.4,11.3,5.5,27.8
111.4,30.0,24.84,44.8,95.9,6.85,5.1,9.6,2.2,17.74,61.2,31.6,12.0,28.2,2.9
123.3,20.2,11.21,32.4,59.7,5.96,5.42,2.87,10.54,7.02,41.9,30.5,-7.1,22.0,25.9
112.3,18.7,30.63,29.3,36.9,5.57,1.88,3.01,1.75,7.4,52.1,35.2,-8.9,19.3,19.7
115.3,39.4,22.29,7.0,1.8,4.5,5.67,0.99,15.19,13.73,40.3,53.8,-8.4,28.7,90.1
119.7,21.6,31.66,39.8,103.3,6.91,6.99,9.44,0.61,23.17,31.1,58.6,13.4,26.1,8.0
118.9,30.0,11.19,15.2,23.7,4.77,3.99,2.41,15.53,2.4,23.3,34.2,0.9,10.7,54.3
125.2,10.5,28.54,42.6,101.0,5.65,7.24,9.82,2.34,24.78,58.5,49.4,18.7,9.2,4.3
116.6,11.7,38.91,36.4,112.4,5.94,5.38,10.66,1.17,20.18,72.3,31.0,18.0,29.4,5.5
117.1,36.2,36.21,14.7,9.0,4.74,3.53,0.99,9.77,14.08,48.0,48.5,-10.0,16.1,102.8
111.0,21.0,38.52,16.2,19.4,6.7,4.07,1.6,18.84,2.71,54.2,42.5,-1.4,27.1,71.6
112.7,30.7,12.27,36.0,112.8,5.86,9.98,10.95,2.28,24.77,55.1,58.7,17.2,0.5,7.4
119.2,31.0,26.77,38.2,103.4,4.66,6.12,9.02,0.89,20.53,27.5,71.9,2.1,24.9,8.3
127.7,29.3,18.8,7.9,6.1,4.33,2.37,0.78,17.29,14.75,39.6,74.3,12.3,26.8,116.3
116.1,31.9,12.15,8.6,0.3,4.13,2.06,0.32,19.46,5.69,44.1,65.9,-2.2,29.0,93.4
127.8,29.2,34.09,22.2,27.5,5.19,4.71,2.48,19.94,4.51,43.9,32.7,16.8,19.7,55.6
110.9,35.6,26.94,42.3,105.2,6.04,8.7,8.96,2.18,20.18,74.3,68.7,0.1,23.1,1.0
114.3,23.9,28.79,9.4,0.5,4.36,6.01,0.31,7.23,6.29,46.4,39.8,15.1,11.7,108.2
130.0,15.4,37.12,40.6,106.6,5.49,7.07,10.48,2.69,18.63,39.8,63.8,11.4,19.3,9.7
111.3,12.8,29.3,28.1,41.1,6.26,3.02,4.0,1.02,10.19,23.6,41.8,-6.3,0.5,19.1
122.2,32.8,19.51,13.7,8.9,4.5,5.42,0.3,5.19,6.45,58.0,59.2,-4.6,12.5,106.0
129.2,15.2,33.72,29.0,53.3,5.7,3.21,3.99,18.41,9.55,65.2,40.4,-9.5,24.1,30.6
125.9,26.1,33.59,44.9,114.9,6.75,5.47,11.43,2.7,23.84,74.3,57.7,17.5,19.7,3.0
125.9,38.8,34.17,26.9,48.4,5.3,5.8,4.34,18.87,14.9,67.3,48.1,9.8,20.5,25.0
120.4,31.4,28.09,20.4,18.6,6.71,2.65,1.32,15.27,2.2,52.2,45.3,17.1,6.7,61.9
114.8,36.5,38.68,4.4,7.3,5.77,1.03,0.42,15.85,2.31,28.7,55.4,0.3,14.8,96.1
119.9,19.8,31.58,26.1,30.8,4.83,7.42,4.18,17.37,10.65,79.4,64.0,12.0,28.4,31.0
123.6,31.3,36.88,35.3,99.3,6.77,6.27,8.33,0.65,15.64,37.4,72.6,10.6,29.2,7.2
125.1,18.0,15.44,30.1,48.4,6.75,7.49,4.46,15.44,4.0,70.7,31.7,19.9,4.4,25.2
128.9,39.1,23.3,38.9,97.3,5.46,7.59,11.5,0.91,18.72,69.2,53.3,4.1,18.4,3.1
122.1,19.1,29.65,22.2,20.8,4.51,0.13,1.52,3.99,11.12,43.8,53.2,3.5,19.0,69.9
114.8,31.1,33.26,14.3,1.8,5.14,5.76,0.61,6.87,6.98,74.4,49.6,-1.0,14.3,106.6
113.2,26.9,29.05,38.5,109.9,4.23,7.57,11.91,2.36,18.42,24.7,57.2,-2.4,24.7,1.1
112.0,31.9,23.45,6.7,9.4,5.23,3.41,0.22,0.8,10.46,22.9,67.7,-7.6,26.0,89.9
110.7,17.8,20.22,9.2,2.1,5.3,5.08,0.19,2.95,6.47,54.9,32.7,5.8,7.3,116.8
112.6,10.4,14.85,23.5,23.0,4.1,1.84,1.67,1.72,13.26,42.1,78.3,8.3,7.4,68.9
123.0,28.7,13.61,20.0,25.1,4.76,2.25,2.3,0.9,7.25,20.8,74.3,8.9,23.0,66.6
120.0,28.7,16.97,39.4,95.8,6.15,8.15,10.14,2.41,19.31,72.5,57.4,-4.9,20.0,7.7
113.8,22.0,27.05,44.0,119.1,5.74,6.31,9.66,2.82,17.38,74.7,37.9,11.4,23.7,5.5
112.6,27.3,13.82,20.3,16.7,4.93,6.13,1.06,4.0,1.74,25.5,75.6,13.2,0.7,54.0
122.6,35.1,23.59,34.9,44.5,5.77,4.42,3.82,2.81,7.86,23.8,46.5,0.2,0.9,18.1
123.2,21.9,33.77,20.4,18.5,5.36,0.81,1.12,9.22,1.5,68.4,71.6,0.4,26.1,46.2
126.7,34.7,32.11,43.9,114.7,5.4,5.78,9.6,2.49,20.86,25.7,54.5,2.6,13.1,7.3
111.7,30.8,37.06,43.8,113.5,5.83,9.7,8.78,2.7,21.4,43.2,40.1,-9.1,14.7,1.6
112.6,26.8,14.63,8.2,2.9,4.82,7.17,0.87,9.38,2.2,77.3,63.9,3.1,2.8,106.3
129.2,26.4,18.07,16.3,14.1,5.27,1.9,1.68,2.29,8.4,79.7,44.0,-7.9,23.7,51.2
118.4,38.8,24.24,25.4,32.1,5.69,3.04,2.7,16.08,7.32,65.1,37.6,18.1,22.2,34.8
122.5,37.9,18.15,41.4,94.1,4.28,6.64,8.28,2.55,15.02,36.6,34.4,-8.3,7.4,3.3
121.9,38.3,33.5,17.1,15.9,5.62,7.89,1.67,16.93,12.26,59.6,37.7,11.7,20.2,49.9
120.2,25.7,24.05,22.1,15.4,5.39,3.47,1.24,4.52,7.31,63.8,58.5,14.1,10.6,73.4
128.5,25.4,21.57,6.3,0.2,5.92,2.92,0.91,16.45,6.26,76.5,37.0,17.7,6.3,113.6
117.1,32.5,36.7,40.2,93.6,5.24,6.37,11.5,0.88,20.63,51.5,30.7,11.2,18.0,3.6
128.1,30.6,18.88,36.1,99.8,6.08,8.05,8.96,2.15,20.8,58.3,57.6,5.9,10.5,1.7
113.9,34.3,32.27,16.7,28.7,6.8,4.64,2.25,9.08,3.08,74.6,35.0,8.3,8.8,45.6
122.5,10.7,14.28,14.9,4.0,5.5,4.35,0.64,1.42,6.43,68.8,36.6,6.8,17.5,95.5
112.7,15.1,29.69,32.6,32.4,5.55,6.86,2.63,6.66,11.2,70.5,71.3,16.7,21.4,30.2
120.2,11.1,19.54,30.3,59.3,5.69,4.54,3.71,10.08,9.29,67.0,73.5,-8.3,1.6,24.6
112.7,16.1,15.84,8.4,9.0,5.9,7.02,0.88,16.8,9.04,60.3,55.4,4.6,18.6,116.4
119.8,11.1,29.83,34.1,33.4,5.5,1.28,2.9,14.47,0.43,48.7,39.0,-9.4,2.9,29.7
126.8,13.0,39.93,8.7,8.3,5.57,6.35,0.7,0.61,5.41,79.4,41.7,10.3,8.8,112.9
123.6,30.3,28.41,6.1,6.3,5.27,4.38,0.51,0.5,9.29,40.1,44.9,-3.9,24.8,97.6
125.5,12.9,20.19,44.3,113.7,5.13,9.35,10.58,2.85,21.42,43.9,69.7,11.1,20.2,6.5
125.4,28.4,27.31,17.6,23.7,6.23,1.66,1.43,7.64,10.3,47.9,74.4,12.9,15.4,67.3
121.2,12.1,30.77,4.9,6.4,4.44,0.59,0.13,17.72,2.35,27.2,37.3,-0.2,13.0,96.1
123.2,18.3,39.56,36.7,119.2,6.25,5.45,8.14,0.85,22.4,38.3,61.8,0.9,8.4,2.0
116.2,23.5,26.73,14.2,1.8,4.29,1.63,0.81,9.79,14.62,79.0,63.2,-2.9,6.4,90.7
123.1,30.3,10.64,33.6,38.7,4.82,7.7,2.84,8.17,1.5,30.2,58.3,19.0,25.5,27.6
110.4,25.2,27.32,6.3,9.2,6.84,4.05,0.26,4.41,5.02,43.2,39.5,17.7,17.4,100.0
119.1,22.2,36.29,39.9,101.9,4.61,5.05,9.91,2.22,24.68,44.9,63.4,-5.1,19.3,0.0
122.0,20.0,25.23,44.1,107.3,4.05,5.66,8.25,1.02,24.17,70.7,78.4,19.6,2.3,7.0
121.8,34.1,18.07,36.2,107.6,6.78,8.27,8.83,2.91,20.92,35.5,56.4,-4.5,5.0,3.6
119.7,37.9,13.14,17.5,19.2,6.38,2.38,1.43,11.59,8.02,54.5,32.0,-1.8,15.4,50.5
112.7,31.5,21.87,40.1,116.5,6.06,9.65,10.13,1.2,19.06,65.5,62.6,6.5,5.9,6.2
116.7,18.1,10.55,26.0,39.1,4.6,0.85,2.68,18.65,12.99,31.0,41.5,14.7,6.5,31.6
114.8,18.6,26.29,13.9,4.8,5.73,5.89,0.77,9.79,5.97,55.3,76.0,-8.6,10.8,114.7
110.5,18.5,31.11,24.8,25.9,6.87,6.67,1.36,5.93,7.52,20.4,57.1,7.6,28.3,62.6
119.6,27.7,37.29,13.3,9.4,4.27,6.39,0.18,15.22,13.64,60.8,55.7,8.0,29.0,118.3
120.7,24.9,18.85,7.1,5.2,5.63,5.74,0.53,1.04,5.6,66.0,54.3,8.0,16.3,117.5
123.0,31.8,27.32,18.6,26.2,4.81,2.04,1.11,8.57,7.98,38.2,53.8,-6.1,14.6,65.4
124.4,30.2,12.57,38.6,98.8,5.88,7.52,8.38,1.25,20.11,27.2,71.0,-1.5,15.5,6.4
127.0,24.8,31.36,28.4,53.8,5.78,1.44,2.57,10.15,7.83,47.8,35.8,-4.1,1.7,28.6
125.2,22.3,39.57,44.0,99.0,4.13,8.94,9.72,0.19,24.75,48.4,40.7,13.1,13.0,9.6
129.3,20.6,39.9,40.3,102.9,5.43,8.77,11.58,0.61,23.54,47.4,54.4,11.9,25.3,5.2
122.9,18.3,21.95,41.9,120.0,6.3,6.48,9.15,0.46,19.45,26.6,33.8,18.6,27.3,3.5
119.7,37.6,29.23,19.9,10.4,6.6,5.3,1.35,5.07,1.57,55.8,45.1,15.5,19.9,49.7
120.5,17.3,18.27,38.9,119.4,4.81,6.82,11.27,1.84,16.11,43.9,72.2,1.8,6.3,9.7
121.0,22.3,35.73,42.6,99.3,4.3,9.08,11.86,0.89,20.47,20.8,74.2,7.0,23.5,4.4
126.5,10.7,24.43,24.7,24.9,5.41,1.8,1.81,8.08,0.59,53.8,44.4,11.5,22.9,57.6
118.8,17.8,19.93,41.0,113.8,6.13,6.23,11.05,0.54,20.34,30.9,72.3,12.3,14.7,1.7
120.8,28.9,11.14,37.2,91.3,6.73,9.93,8.38,2.78,24.22,46.4,64.6,17.7,11.5,3.8
124.0,22.9,35.79,44.5,92.0,5.18,7.79,8.43,2.37,21.98,62.0,61.3,17.4,5.2,6.4
125.4,30.1,18.43,9.6,1.1,4.89,0.14,0.71,15.5,14.69,33.5,71.0,13.0,21.8,91.1
123.7,19.7,19.63,20.5,23.7,5.28,0.69,2.19,7.62,8.85,20.5,55.1,-3.9,25.9,73.6
115.1,14.7,14.73,17.4,28.1,5.39,6.84,1.97,7.73,8.32,21.9,56.2,5.2,11.5,69.3
119.1,33.4,27.98,39.9,115.1,6.59,6.56,8.39,0.44,22.97,62.0,38.8,-2.7,26.6,3.4
126.3,15.9,16.65,33.1,35.9,6.92,0.78,3.38,19.78,14.89,70.6,76.7,-9.5,18.6,35.0
118.1,13.8,38.01,18.4,23.9,4.84,2.73,2.25,4.97,13.08,30.6,55.7,6.7,12.0,65.1
129.7,36.5,39.13,21.6,23.3,5.79,0.37,1.0,3.38,1.59,58.6,42.7,12.5,9.7,55.8
112.2,37.7,19.39,45.0,107.4,4.78,5.78,10.56,2.72,19.97,70.4,36.1,16.6,25.2,4.7
112.6,12.7,38.6,41.8,117.9,6.43,5.48,10.39,2.27,22.11,67.8,39.0,-7.1,25.8,7.0
124.0,13.2,33.19,41.5,97.2,5.53,5.21,8.95,0.77,19.95,61.2,49.7,3.4,24.6,1.4
122.6,12.5,14.41,37.4,92.0,5.96,5.31,11.96,2.21,15.86,64.3,71.6,-5.5,3.2,8.9
124.3,14.1,26.37,36.7,116.1,5.95,5.03,11.8,0.58,20.61,50.7,35.3,7.0,29.1,2.4
129.0,26.0,30.36,28.4,32.9,4.52,6.07,4.46,9.97,8.74,39.3,40.5,-8.5,15.5,18.2
111.2,25.1,10.67,18.5,18.2,5.36,1.21,1.83,6.2,10.08,30.6,67.3,4.2,20.1,52.4
124.8,15.6,11.68,28.0,52.9,4.18,0.92,4.12,1.51,8.61,25.8,49.6,10.2,5.3,32.5
126.7,25.9,20.09,17.1,17.3,5.76,3.38,1.14,8.16,1.6,26.2,75.4,18.6,18.0,55.3
119.2,31.6,14.59,18.8,14.7,4.2,1.9,2.2,5.05,0.36,46.9,34.1,-1.3,27.2,54.9
124.8,29.3,27.56,24.2,15.4,6.08,2.7,1.67,11.99,11.14,43.2,41.6,-5.0,8.2,47.1
113.5,33.4,22.25,28.9,43.9,6.79,5.7,3.02,15.22,4.79,50.4,37.9,1.5,8.5,24.6
124.3,23.9,10.97,43.7,115.8,6.68,7.76,11.65,2.35,17.64,24.8,39.9,-8.2,19.5,3.2
125.3,11.7,39.96,35.0,99.9,6.24,7.18,10.77,2.82,19.76,70.8,48.0,-5.6,22.3,0.4
118.6,27.8,16.9,24.5,11.3,6.87,7.59,1.63,10.88,1.12,22.5,76.1,10.4,13.8,45.8
115.5,21.7,13.7,28.9,51.6,5.69,0.43,3.54,1.43,1.02,65.7,31.2,-1.0,2.1,32.4
124.4,18.3,39.39,19.9,13.8,4.14,7.18,1.26,16.41,2.8,76.3,56.1,-5.8,17.2,53.0
124.4,13.2,30.51,39.0,110.9,5.77,7.19,10.01,1.1,17.93,56.7,54.8,18.3,6.9,1.9
114.3,36.8,37.4,24.1,29.9,6.55,0.95,2.32,17.47,0.54,63.1,44.9,-1.6,10.8,59.6
122.5,31.6,23.35,39.0,100.3,6.93,9.59,9.32,0.55,18.69,42.4,30.4,11.2,19.8,5.6
116.8,16.3,23.16,24.4,13.9,4.48,3.15,1.95,14.35,13.49,29.3,70.0,16.1,9.0,65.3
121.6,10.7,30.06,4.1,4.1,6.7,5.41,0.96,0.38,9.85,38.5,62.3,4.3,16.1,102.3
121.6,15.3,27.05,28.0,57.7,5.91,6.31,3.32,1.37,0.01,76.4,54.5,4.5,25.7,29.7
117.3,19.2,15.09,16.4,21.5,5.92,2.84,1.75,19.08,8.01,72.5,32.7,14.0,24.4,53.4
126.4,12.8,37.45,37.4,97.2,4.68,5.59,10.46,0.48,17.38,21.2,60.0,-4.6,21.0,2.9
116.7,20.4,10.73,16.6,21.4,4.29,2.79,1.1,16.11,12.78,56.8,41.8,12.6,5.1,58.8
118.0,39.3,14.01,32.1,54.6,4.36,6.87,2.95,17.38,0.13,40.6,42.8,3.6,1.4,24.3
120.4,10.6,24.27,27.6,58.8,6.83,6.69,3.44,9.17,14.72,23.4,55.0,18.7,8.7,20.9
122.7,14.2,32.25,34.2,32.4,4.21,6.95,3.81,12.1,10.74,42.7,59.2,13.4,26.3,28.1
122.8,12.0,23.32,14.8,5.2,5.99,6.88,0.75,16.76,13.9,27.9,69.3,-6.8,11.0,88.6
125.5,17.2,34.05,20.5,25.0,5.1,2.28,1.35,16.26,3.53,65.7,76.2,6.3,25.0,54.8
118.3,30.8,16.58,25.2,51.8,5.34,6.26,3.23,7.8,10.75,41.3,37.9,9.5,19.5,18.7
124.3,30.2,24.49,26.6,40.5,5.27,7.01,4.48,8.67,8.54,68.6,46.3,3.2,17.4,33.9
114.4,26.8,24.71,23.6,16.6,4.21,0.82,1.95,9.7,6.91,30.5,56.0,16.2,6.5,67.1
122.6,18.5,24.01,33.2,32.2,6.52,7.6,4.38,15.37,7.67,69.6,61.6,-4.2,14.4,29.5
112.2,16.1,33.32,37.7,100.2,4.47,9.58,11.85,0.28,24.3,20.4,71.4,-9.8,1.8,1.5
113.0,17.1,10.53,42.3,98.3,5.82,9.37,8.84,2.02,17.37,45.4,69.0,5.3,8.3,4.7
113.7,24.1,33.72,29.2,50.1,4.51,6.63,3.41,4.1,5.34,34.4,42.7,3.6,12.5,27.4
126.2,21.3,29.35,16.0,19.9,6.77,7.85,1.12,5.6,4.82,34.4,62.3,0.6,6.5,59.8
120.8,16.3,39.21,21.5,15.0,5.54,6.9,1.71,2.01,13.55,37.6,77.9,4.6,0.9,45.2
110.1,32.3,22.39,26.0,48.5,5.36,7.76,3.03,8.69,13.62,37.3,57.8,19.1,22.2,22.0
119.9,19.1,26.54,15.1,11.8,5.26,4.48,1.01,2.25,14.49,78.3,51.8,5.0,12.7,73.6
114.2,17.7,39.87,20.3,16.2,6.32,5.37,2.35,3.29,12.3,51.6,53.6,13.3,17.5,74.6
111.7,25.5,27.81,13.8,5.0,5.37,0.17,0.95,13.99,10.72,68.6,50.3,11.2,13.5,85.9
126.3,24.1,34.09,27.2,52.5,5.77,3.86,3.79,17.45,7.08,37.1,51.7,-5.3,28.4,18.4
120.4,13.6,13.91,18.6,16.6,6.93,4.34,1.72,14.2,3.48,43.6,41.5,12.8,14.2,65.3
115.3,23.2,12.87,18.0,19.5,4.68,2.09,1.29,12.02,8.35,42.3,32.0,5.8,17.7,48.2
127.2,21.6,17.42,28.3,59.1,4.46,7.54,2.8,0.98,11.19,71.1,58.6,14.8,15.8,25.5
115.5,38.1,21.88,30.7,45.2,4.95,4.04,4.0,10.05,9.05,20.6,47.7,11.5,13.2,32.6
